"459767162,2025-10-15T09:41:18Z,1404/07/23 13:11,Trading,elmanyashil,quote,#شفارا واقعا عالی نوشتی\nواقعا راست میگه آقای مدیرعامل آقای هیات مدیره و بقیه پرسنل شرکت اگر بلد نیستید برید کنار\nاین لقمه حرامه که سر سفره زن و بچتون میبرید \nاگر کاری از دستتون برنمیاد واقعا حرامه\nاین حق سهامداره که شما ها دارید میخورید و نونتون را مستقیم به خون مردم میزنید\nبه قرآن حرامه\nواقعا سهامداران حلال نمیکنن کسایی که کار بلد نیستن و مسئولیت گرفتن تو اون شرکت\nآقای مدیرعامل عرضشو نداری بزار برو"
"459767148,2025-10-15T09:39:44Z,1404/07/23 13:09,محمد,omrani70,twit,#دماوند \nدماوند به ۵۰۰ برگرده حتی شرکت نامه بزنه که قیمت ۵۰۰ میشود من نمیفروشم  اضاف هم میکنم‌"
"459767139,2025-10-15T09:39:16Z,1404/07/23 13:09,علیرضا خداکرمی,khodakarami_dr,quote,اون پول درشتی که بخواد \"نگران\" ماشه باشه؛ نمیاد عیار... میره طلای فیزیکی میخره. شما چطوری رد پای اون پول درشت رو \"داخل عیار\" گرفتی؟"
"459767129,2025-10-15T09:39:01Z,1404/07/23 13:09,M150150,saeed150150,quote,چه ربطی به تلیسه داره؟  تلیسه زیر مجموعه بنیاد و  نهاده دامی رو از زیرمجموعه های بنیاد تهیه میکنه.\nجهت اطلاع بگم یکی از شرکت های تامین کننده مواد اولیه شرکت دانه چین(نهاده های دامی ). تاریخچه این شرکت رو بخونید تا متوجه بشین زیر مجموعه کجا. یا شرکت سیرجان بنیاد که زیر مجموعه شرکت گسترش کشاورزی و دامپروری فردوس پارس و تحت مالکیت بنیاد.\nو.....\n\nگزارش یادداشت توضیحی صفحه 29 رو نگاه کنید اسامی تمام تامین کنندگان رو نوشته."
"459767111,2025-10-15T09:36:48Z,1404/07/23 13:06,مسعود,mgh5151,twit,#عیار \nشنبه هم با رشد دلار مثبت میخوره\nاز شنبه اجرای ماشه\nدلار می‌کشه بالا"
"459767106,2025-10-15T09:36:33Z,1404/07/23 13:06,Mohsen kazemi,mohsenkazemi99,twit,#خفناور  ۲۳مهر ۱۴۰۴ \n۱۵۸۷  ۱پله ۱۰هزارتایی  تا ببینیم این سهم بی چاره میخواد بره تا ۲۵۸۷\nیا ۳۵۸۷ \nیا حداقل ۲هزارتومن \nچقدر ضرر اخه ! چقدر سقوط .... البته چون سهامدار حقوقیش \nسهام رو احتمالا مجانی صاحب شده و براش افتاده ۱تومن \nچون یه کاری میکرد \nاز ۵نفر کمک میگرفت یه بازارگردانی یا  یه کاری میکرد \nسقوط پشت سقوط در حالی که حجم مبنا۱ هست و بازار خوب !"
"459767099,2025-10-15T09:36:15Z,1404/07/23 13:06,ali,poonim,twit,#نطرین ذات که خراب باشه"
"459766521,2025-10-15T09:12:44Z,1404/07/23 12:42,دانیال,danyial51,retwit,#شاخص_بورس \n\nشنبه ان شاالله بازار خوبی خواهیم داشت. خوشبین"
"459767090,2025-10-15T09:36:09Z,1404/07/23 13:06,مهسون,majidzadss0910,twit,#شاخص_بورس طبق تحلیل هم وزن ها در پی ناترازی شاخصی ها آخرین اصلاح ها رو میزنن و کوتاه اما هفته آینده هم سهم های کوچک پیشتازند...نوشتم دیکته تکنیکاله دست بازار نیست ..اما بعداز این مرحله شاخص بالا میگیره مثل درخت رطب ..چقدر بار میده رو باید دید..."
"459767086,2025-10-15T09:35:13Z,1404/07/23 13:05,محمد محمدی,mahmood123,twit,#عیار پول های درشت زمانی که ماشه میخواست فعال بشه اومد و رو ۳۰۰۰۰ تومن خارج شد"
