"462097245,2026-02-07T09:51:14Z,1404/11/18 13:21,رهیاب,marshmello,quote,همچنین عراقچی کسی است که به دنیا گفت،\nداعش آمد و جوانان ایران را کشت!!!!!!"
"462097229,2026-02-07T09:50:36Z,1404/11/18 13:20,سهم اشنا,sahamtehran666,twit,#شاخص_بورس از کودکی در کتاب ها توصیه کردن مراقب جادوگر سیاه باشید ولی ما گوش نکردیم"
"462097224,2026-02-07T09:50:29Z,1404/11/18 13:20,رضا65,reza65nv,twit,#عیار nav ابطال نباید بالاتر باشه ؟ میشه یه نفر نحوه محاسبه nav  ابطال رو به من توضیح بده چجوری محاسبه کنم انس رو ضربدر دلارکنم بعدش چی؟"
"462097209,2026-02-07T09:49:55Z,1404/11/18 13:19,Hossein,-hossein-,quote,#دانا حیدر جان سهامدار باید گذشته سهم را بخره یا آینده را ما ک نفهمیدیم خودشون هم نفهمیدن"
"462097206,2026-02-07T09:49:54Z,1404/11/18 13:19,هادی اعظمی,hadi2073,twit,#عیار اولین واکنش ایران به اظهارات ترامپ\n\nسخنگوی کمیسیون امنیت ملی: ترامپ دروغ‌گوست. ایران از مواضع خود کوتاه نیامده."
"462097194,2026-02-07T09:49:29Z,1404/11/18 13:19,سعید,saied4343,twit,#کرمان ۱۰۰ تومن قیمت اسمی ۵ سال پیش سهمه و با دلار ۲۰ تومنی قیمت ۱۰۰ تومن کشف شده و کارشناسی شده \n\nسهم رو دارید به یک دهم قیمت میخرید"
"462097191,2026-02-07T09:49:25Z,1404/11/18 13:19,هادی,hadi330,twit,#نقران رانت و فساد و حباب منفی\nدرخواسن ابطال معاملات رو داریم از\nبورس کالا ..."
"462097185,2026-02-07T09:48:54Z,1404/11/18 13:18,جواد,javad31,quote,چند روزه میخام از سر این سهم .لعنتی خلاص بشم...نمی‌دونم ..چرا قیمت را دستکاری کردن که نمیشه بفروشم"
"462097181,2026-02-07T09:48:53Z,1404/11/18 13:18,JAYKOP,jaykop1361,twit,#نقرابی ....الان نقران رو با ۳۰ درصد مثبت باز کردین ...حبابش رو یهو ۲۰ درصد مثبت کردید...صف میلیونی خریده اونوقت فرقش با نقرابی ۳۴ درصد حباب مثبت که صفدمیلیونی فروشه چیه؟ اون موقع حباب نقران منفی بود صف خریدش منطقی بود الان که حبابش نزدیک نقرابی این اختلاف صف خرید و فروش یعنی چی؟ یعنی سیاست های سازمان بورس ایران رو باید به منشور سازمان ملل اضافه کنن"
"462097156,2026-02-07T09:47:57Z,1404/11/18 13:17,محمد قلعه وند,mghalehvand,twit,#کالا عضو هیئت مدیره انجمن مس ایران در یادداشتی مطرح کرد؛\nبرآورد نتایج مطلوب با اجرای فرآیند صادرات از مسیر اخذ گواهی از بورس کالا\n\n🔹کورش شعبانی، عضو هیئت مدیره انجمن مس ایران طی یادداشتی نوشت: به دنبال نتایج مطلوبی که از معامله گواهی سپرده کالایی کاتد مس در بورس کالای ایران حاصل شده، قرار بر این است که فرایند صادرات این محصول نیز صرفا از طریق گواهی صادرات بورس کالای ایران صورت پذیرد. این مسئله که به تصویب کارگروه مدیریت بازار کالاهای وزارت صمت رسیده است، به منظور کنترل و پایش و نظارت بر صادرات کاتد مس و همچنین جلوگیری از خروج غیررسمی (قاچاق) این کالا انجام خواهد شد و به نظر نتایج خوبی را در این زمینه به همراه خواهد داشت."
