"458261733,2025-06-26T09:46:38Z,1404/04/05 13:16,دکتر بورس,galaxy5693,twit,#شاخص_بورس  شنبه ایشاله با صف خرید سنگین سهامها مواجهیم"
"458261715,2025-06-26T09:41:06Z,1404/04/05 13:11,محمدجواد شیری,dasdlajdladj,twit,#شاخص_بورس \nهمه میدانیم که مباحثه های اینجا ارزش چندانی ندارد ، ولی واقعا فعال بودن عده ایی و تاکید انها بر موضوعاتی خاص بهر چیست ؟ 🤔\nوطنم ای غرور پا برجا . زخمی سر بلند بحرانها . ✌"
"458261704,2025-06-26T09:37:59Z,1404/04/05 13:07,تحلیل خاص,wwwxxxzzz1234,twit,#شاخص_بورس شاید مجبور شدیم به صلح ابراهیم بپیوندیم"
"458261700,2025-06-26T09:37:21Z,1404/04/05 13:07,فرعي دوم,star114,twit,#شاخص_بورس \nبا وجود تلاش فراوان مردان میدان، اگر بازگشایی منفی سهام در ایام آتی را شاهد باشیم، سیگنال معتبر شکست ایران در برابر دشمن خواهد بود و واقعیت ها در این نبرد بهتر درک خواهیم شد.\nحال باید دید به دور از سخنان مختلف، عملکرد بازار سرمایه نیز حقیقت را چگونه نمایان خواهد کرد. یا حق"
"458260469,2025-06-26T06:39:18Z,1404/04/05 10:09,عادل,adel108211,retwit,#عیار ..ازقدیم گفتن از ایستادن بیجا که مانع کسب است خوداری فرمایید ...دوستان عزیز سهام دار ...اگر سهامتان ارزشمند است چه خوب است در صفحه خودتان تبلیغ کنید ....یه کم برای خودتان احترام قایل شوید ...بازار و اقتصاد راه خودش را پیدا می کند ...با حرف بنده و شما اتفاقی نخواهد افتاد."
"458261691,2025-06-26T09:34:25Z,1404/04/05 13:04,sahamdar13595,sahamdar13595,quote,متاسفانه این کشورهای عربی خائن نمیفهمن آرامش و آسایشی که دارن مدیون مقابله ایران با اس.راییل و آم.ریکاست که فعلا پروژه های خاورمیانه جدید و نیل تا فرات رو به تاخیر انداخته، و اگر این جانفشانی ایران نبود تمام اونا تا حالا تجزیه شده بودن."
"458261684,2025-06-26T09:33:38Z,1404/04/05 13:03,افشار دوم,chelseafc,pull,#نظرسنجی #شاخص_بورس \nتا پایان سال به رشد و آینده بورس امیدوار هستید؟"
"458261681,2025-06-26T09:33:38Z,1404/04/05 13:03,حسين زماني,hossein1980,twit,#شاخص_بورس دوستان در رابطه با مذاکرات احتمالی بین ایران و امریکا بعد از جنگی که همه میدونیم امریکا در اون غیر مستقیم دخیل بود این است که مذاکرات پیش رو تاکتیک کشور می‌باشد برای ساماندهی به مشکلات و ضعفهای ساختاری در پدافند و جاسوس‌های داخلی و اجماع علیه کشور و …\nوگرنه دیگه همه متوجه شدن که وارد مرحله جدیدی در قضیه هسته ای شده ایم"
"458261677,2025-06-26T09:32:21Z,1404/04/05 13:02,Ali lohrasbi,pspa,quote,#شاخص_بورس وقتی اینترنت ۸۰ ملیونو فیلتر میکنن ولی خودشون فیلتر نیستن یعنی سران کشور به راحتی میشه رصدشون کرد\nمثلا میرید ساختمون دولتی موبایلتو میگیرن ولی خودشون با موبایل وارد میشن خوب راحت فرمانده ها شناسایی میشن این دیگه واضحه.\nاز تو دوربین هایی که برای آزار مردم و پلاک خوان و چهره خوان برای اسمس بدحجابی نصب کردن تمام فرمانده ها رصد شدن\nو...\nخیلی از کارهاشون هم مردم و رنجوند و هم خودشون رو در موقعیت ضعف قرار داد\nتازه اینها به عقل ما میرسه ببین کشور دشمنی که تمام منابع و اطلاعات و صنایع روز دنیارو در اختیار داره چقدر از این رفتارهای اشتباه اینا سوء استفاده کرده"
"458261674,2025-06-26T09:31:35Z,1404/04/05 13:01,فقط شپلی,nor16464,quote,ابرقدرتها میخواستن قدرتشان را به ایران نشان بدن وبا زور وقلدری هسته ای ما را بمباران کردند خواهان جنگ  طولانی نیستن .شما ایران رو با لبنان وسوریه مقایسه نکن .درایران مردم نمیخوان به هیچ قیمتی کشورشون تجزیه بشه واین رو تواین جنگ دیدیم .درست گرانی هست ملت ن آ ر ا ضی هستن وبی راضی به فروپاشی کشور نیستن"
